entryname,source,author,date,url,teamname,ranking
Ringer_241015_NYK,Ringer,staff,241015,https://www.theringer.com/nba/2024/10/15/24270453/nba-preseason-power-rankings-2024-group-chat-podcast,New York Knicks,5
Ringer_241015_DAL,Ringer,staff,241015,https://www.theringer.com/nba/2024/10/15/24270453/nba-preseason-power-rankings-2024-group-chat-podcast,Dallas Mavericks,4
Ringer_241015_DEN,Ringer,staff,241015,https://www.theringer.com/nba/2024/10/15/24270453/nba-preseason-power-rankings-2024-group-chat-podcast,Denver Nuggets,3
Ringer_241015_OKC,Ringer,staff,241015,https://www.theringer.com/nba/2024/10/15/24270453/nba-preseason-power-rankings-2024-group-chat-podcast,Oklahoma City Thunder,2
Ringer_241015_BOS,Ringer,staff,241015,https://www.theringer.com/nba/2024/10/15/24270453/nba-preseason-power-rankings-2024-group-chat-podcast,Boston Celtics,1
Score_241022_BOS,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,Boston Celtics,1
Score_241022_OKC,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,Oklahoma City Thunder,2
Score_241022_NYK,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,New York Knicks,3
Score_241022_DEN,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,Denver Nuggets,4
Score_241022_PHI,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,Philadelphia 76ers,5
Score_241022_DAL,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,Dallas Mavericks,6
Score_241022_PHO,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,Phoenix Suns,7
Score_241022_MIN,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,Minnesota Timberwolves,8
Score_241022_IND,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,Indiana Pacers,9
Score_241022_MIL,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,Milwaukee Bucks,10
Score_241022_MEM,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,Memphis Grizzlies,11
Score_241022_CLE,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,Cleveland Cavaliers,12
Score_241022_ORL,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,Orlando Magic,13
Score_241022_NOP,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,New Orleans Pelicans,14
Score_241022_MIA,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,Miami Heat,15
Score_241022_GSW,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,Golden State Warriors,16
Score_241022_LAL,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,Los Angeles Lakers,17
Score_241022_SAC,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,Sacramento Kings,18
Score_241022_LAC,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,Los Angeles Clippers,19
Score_241022_SAS,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,San Antonio Spurs,20
Score_241022_HOU,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,Houston Rockets,21
Score_241022_CHI,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,Chicago Bulls,22
Score_241022_ATL,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,Atlanta Hawks,23
Score_241022_TOR,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,Toronto Raptors,24
Score_241022_CHA,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,Charlotte Hornets,25
Score_241022_POR,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,Portland Trail Blazers,26
Score_241022_UTA,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,Utah Jazz,27
Score_241022_DET,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,Detroit Pistons,28
Score_241022_BRK,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,Brooklyn Nets,29
Score_241022_WAS,Score,Staff,241022,https://www.thescore.com/nba/news/2934909,Washington Wizards,30
NBA_241028_BOS,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,Boston Celtics,1
NBA_241028_OKC,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,Oklahoma City Thunder,2
NBA_241028_LAL,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,Los Angeles Lakers,3
NBA_241028_CLE,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,Cleveland Cavaliers,4
NBA_241028_NYK,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,New York Knicks,5
NBA_241028_MIN,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,Minnesota Timberwolves,6
NBA_241028_PHO,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,Phoenix Suns,7
NBA_241028_DAL,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,Dallas Mavericks,8
NBA_241028_LAC,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,Los Angeles Clippers,9
NBA_241028_DEN,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,Denver Nuggets,10
NBA_241028_MEM,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,Memphis Grizzlies,11
NBA_241028_ORL,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,Orlando Magic,12
NBA_241028_GSW,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,Golden State Warriors,13
NBA_241028_PHI,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,Philadelphia 76ers,14
NBA_241028_IND,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,Indiana Pacers,15
NBA_241028_MIA,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,Miami Heat,16
NBA_241028_NOP,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,New Orleans Pelicans,17
NBA_241028_SAC,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,Sacramento Kings,18
NBA_241028_MIL,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,Milwaukee Bucks,19
NBA_241028_ATL,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,Atlanta Hawks,20
NBA_241028_SAS,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,San Antonio Spurs,21
NBA_241028_HOU,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,Houston Rockets,22
NBA_241028_TOR,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,Toronto Raptors,23
NBA_241028_CHI,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,Chicago Bulls,24
NBA_241028_CHA,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,Charlotte Hornets,25
NBA_241028_POR,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,Portland Trail Blazers,26
NBA_241028_BRK,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,Brooklyn Nets,27
NBA_241028_DET,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,Detroit Pistons,28
NBA_241028_UTA,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,Utah Jazz,29
NBA_241028_WAS,NBA,John Schuhmann,241028,https://www.nba.com/news/power-rankings-2024-25-week-2,Washington Wizards,30
NBA_241021_BOS,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,Boston Celtics,1
NBA_241021_OKC,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,Oklahoma City Thunder,2
NBA_241021_NYK,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,New York Knicks,3
NBA_241021_MIN,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,Minnesota Timberwolves,4
NBA_241021_DEN,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,Denver Nuggets,5
NBA_241021_PHO,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,Phoenix Suns,6
NBA_241021_DAL,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,Dallas Mavericks,7
NBA_241021_PHI,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,Philadelphia 76ers,8
NBA_241021_CLE,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,Cleveland Cavaliers,9
NBA_241021_IND,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,Indiana Pacers,10
NBA_241021_MIL,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,Milwaukee Bucks,11
NBA_241021_NOP,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,New Orleans Pelicans,12
NBA_241021_ORL,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,Orlando Magic,13
NBA_241021_GSW,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,Golden State Warriors,14
NBA_241021_SAC,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,Sacramento Kings,15
NBA_241021_MIA,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,Miami Heat,16
NBA_241021_MEM,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,Memphis Grizzlies,17
NBA_241021_HOU,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,Houston Rockets,18
NBA_241021_LAL,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,Los Angeles Lakers,19
NBA_241021_LAC,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,Los Angeles Clippers,20
NBA_241021_ATL,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,Atlanta Hawks,21
NBA_241021_TOR,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,Toronto Raptors,22
NBA_241021_SAS,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,San Antonio Spurs,23
NBA_241021_DET,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,Detroit Pistons,24
NBA_241021_CHI,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,Chicago Bulls,25
NBA_241021_UTA,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,Utah Jazz,26
NBA_241021_CHA,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,Charlotte Hornets,27
NBA_241021_POR,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,Portland Trail Blazers,28
NBA_241021_BRK,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,Brooklyn Nets,29
NBA_241021_WAS,NBA,John Schuhmann,241021,https://www.nba.com/news/power-rankings-2024-25-week-1,Washington Wizards,30
ESPN_240717_BOS,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,Boston Celtics,1
ESPN_240717_OKC,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,Oklahoma City Thunder,2
ESPN_240717_MIN,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,Minnesota Timberwolves,3
ESPN_240717_NYK,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,New York Knicks,4
ESPN_240717_DAL,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,Dallas Mavericks,5
ESPN_240717_PHI,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,Philadelphia 76ers,6
ESPN_240717_DEN,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,Denver Nuggets,7
ESPN_240717_MIL,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,Milwaukee Bucks,8
ESPN_240717_IND,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,Indiana Pacers,9
ESPN_240717_CLE,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,Cleveland Cavaliers,10
ESPN_240717_ORL,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,Orlando Magic,11
ESPN_240717_PHO,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,Phoenix Suns,12
ESPN_240717_MEM,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,Memphis Grizzlies,13
ESPN_240717_NOP,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,New Orleans Pelicans,14
ESPN_240717_SAC,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,Sacramento Kings,15
ESPN_240717_GSW,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,Golden State Warriors,16
ESPN_240717_LAL,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,Los Angeles Lakers,17
ESPN_240717_LAC,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,Los Angeles Clippers,18
ESPN_240717_MIA,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,Miami Heat,19
ESPN_240717_HOU,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,Houston Rockets,20
ESPN_240717_SAS,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,San Antonio Spurs,21
ESPN_240717_ATL,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,Atlanta Hawks,22
ESPN_240717_UTA,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,Utah Jazz,23
ESPN_240717_TOR,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,Toronto Raptors,24
ESPN_240717_CHI,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,Chicago Bulls,25
ESPN_240717_CHA,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,Charlotte Hornets,26
ESPN_240717_POR,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,Portland Trail Blazers,27
ESPN_240717_DET,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,Detroit Pistons,28
ESPN_240717_WAS,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,Washington Wizards,29
ESPN_240717_BRK,ESPN,Staff,240717,https://www.espn.com/nba/story/_/id/40568411/nba-power-rankings-post-free-agency-biggest-offseason-questions-30-teams,Brooklyn Nets,30
CBS_241031_CLE,CBS,Colin Ward-Henninger,241031,https://www.cbssports.com/nba/powerrankings/,Cleveland Cavaliers,1
CBS_241031_OKC,CBS,Colin Ward-Henninger,241031,https://www.cbssports.com/nba/powerrankings/,Oklahoma City Thunder,2
CBS_241031_BOS,CBS,Colin Ward-Henninger,241031,https://www.cbssports.com/nba/powerrankings/,Boston Celtics,3
CBS_241031_PHO,CBS,Colin Ward-Henninger,241031,https://www.cbssports.com/nba/powerrankings/,Phoenix Suns,4
CBS_241031_DAL,CBS,Colin Ward-Henninger,241031,https://www.cbssports.com/nba/powerrankings/,Dallas Mavericks,5
CBS_241031_GSW,CBS,Colin Ward-Henninger,241031,https://www.cbssports.com/nba/powerrankings/,Golden State Warriors,6
CBS_241031_NYK,CBS,Colin Ward-Henninger,241031,https://www.cbssports.com/nba/powerrankings/,New York Knicks,7
CBS_241031_LAL,CBS,Colin Ward-Henninger,241031,https://www.cbssports.com/nba/powerrankings/,Los Angeles Lakers,8
CBS_241031_ORL,CBS,Colin Ward-Henninger,241031,https://www.cbssports.com/nba/powerrankings/,Orlando Magic,9
CBS_241031_MIN,CBS,Colin Ward-Henninger,241031,https://www.cbssports.com/nba/powerrankings/,Minnesota Timberwolves,10
CBS_241031_CHI,CBS,Colin Ward-Henninger,241031,https://www.cbssports.com/nba/powerrankings/,Chicago Bulls,11
CBS_241031_LAC,CBS,Colin Ward-Henninger,241031,https://www.cbssports.com/nba/powerrankings/,Los Angeles Clippers,12
CBS_241031_MEM,CBS,Colin Ward-Henninger,241031,https://www.cbssports.com/nba/powerrankings/,Memphis Grizzlies,13
CBS_241031_IND,CBS,Colin Ward-Henninger,241031,https://www.cbssports.com/nba/powerrankings/,Indiana Pacers,14
CBS_241031_SAC,CBS,Colin Ward-Henninger,241031,https://www.cbssports.com/nba/powerrankings/,Sacramento Kings,15
CBS_241031_MIA,CBS,Colin Ward-Henninger,241031,https://www.cbssports.com/nba/powerrankings/,Miami Heat,16
CBS_241031_HOU,CBS,Colin Ward-Henninger,241031,https://www.cbssports.com/nba/powerrankings/,Houston Rockets,17
CBS_241031_DEN,CBS,Colin Ward-Henninger,241031,https://www.cbssports.com/nba/powerrankings/,Denver Nuggets,18
CBS_241031_CHA,CBS,Colin Ward-Henninger,241031,https://www.cbssports.com/nba/powerrankings/,Charlotte Hornets,19
CBS_241031_BRK,CBS,Colin Ward-Henninger,241031,https://www.cbssports.com/nba/powerrankings/,Brooklyn Nets,20
CBS_241031_MIL,CBS,Colin Ward-Henninger,241031,https://www.cbssports.com/nba/powerrankings/,Milwaukee Bucks,21
CBS_241031_PHI,CBS,Colin Ward-Henninger,241031,https://www.cbssports.com/nba/powerrankings/,Philadelphia 76ers,22
CBS_241031_NOP,CBS,Colin Ward-Henninger,241031,https://www.cbssports.com/nba/powerrankings/,New Orleans Pelicans,23
CBS_241031_POR,CBS,Colin Ward-Henninger,241031,https://www.cbssports.com/nba/powerrankings/,Portland Trail Blazers,24
